x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
-0.0,0.9919117539075224,0.9919117539075226,0.9919117539075234,0.9919117539075222,0.9919117539075226,0.9919117539075245,0.9919117539075255,0.9919117539075238,0.9919117539075237,0.991911753907526,0.9919117539075252,0.9919117539075262,0.9919117539075267
0.08,0.918866979305404,0.9204693489665997,0.9204104957084347,0.9205281554920023,0.9205322500475246,0.9205315696108518,0.9205302519947772,0.9205304653672304,0.9205301268308579,0.9205322584511566,0.9205219468134418,0.9205322544993148,0.920527930281246
0.16,0.8454837524315136,0.8483082636169991,0.8482588561177034,0.8484460578229015,0.8484475410761873,0.8484434384232131,0.848447994258615,0.8484481434736426,0.8484469947753421,0.8484473328640076,0.848433944330291,0.8484474635314333,0.8484439382294073
0.24000000000000002,0.771747896559183,0.7754879733350105,0.7754879733350173,0.7757074671943239,0.7757013807941417,0.7756918681819449,0.7757075627163734,0.7757074418232075,0.7757077282761785,0.7757007917688942,0.7756978065005989,0.7757011581509061,0.7757063218152502
0.32,0.6976319039213394,0.7020926651570332,0.7020926651570318,0.7023129926878101,0.7022953703092771,0.7022788995246525,0.7023138112267758,0.7023093333091186,0.7023120231563323,0.7022942714257612,0.7023099720042797,0.7022949529528248,0.7023138129800387
0.39999999999999997,0.623090053905273,0.628030732566011,0.6280307325660138,0.6282229631893618,0.6282083670911837,0.6281656954853211,0.6282266002525786,0.6282143466042615,0.6282202791342504,0.6281886852134858,0.6282302904614941,0.6282031609843646,0.6282266188938146
0.48000000000000004,0.5480480669946941,0.5532088139771402,0.5532088139771407,0.5533434334283656,0.5533598615257626,0.5532587197744457,0.5533507177533834,0.5533628547569974,0.5533405019268256,0.5533058652158845,0.5533647116136989,0.5533565180823163,0.5533656063628714
0.56,0.47237955892302963,0.47743839673750327,0.47743839673749816,0.47747994194086657,0.47753902947617716,0.4774749065594048,0.4774955937602354,0.4775387853766709,0.47753254418757735,0.4775116924183017,0.4775317928725574,0.4775386121642053,0.4775374210035593
0.64,0.3958405661132268,0.40027545776223805,0.4002754577622365,0.4001637391593102,0.4002844141604563,0.4002922397350128,0.4002994100914439,0.40027901667785554,0.400299252017211,0.40030275997520776,0.40029977775501613,0.4002887260386883,0.40027121827664075
0.72,0.31778524854079476,0.31957159925418616,0.319571599254187,0.3197990646754886,0.3198938424167314,0.3199260725981644,0.31991803956397286,0.3199085031027099,0.3199242817063233,0.319927824394883,0.3199171180593401,0.3199096468390265,0.3199253978626699
