x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.7999999999999999,0.23584925776753893,0.24149787678339396,0.24149787678339307,0.2413626604432948,0.2415254839927916,0.24152467438657438,0.2415370159373399,0.24151865690755317,0.24154299729409232,0.24154387547057315,0.24154352822645622,0.24153082876527698,0.2415086096698631
0.88,0.1605617270380637,0.16606704349269055,0.16606704349268808,0.16587600068209657,0.1660632715588964,0.16608745942613534,0.16609532414190392,0.1660545274530887,0.16608851691057985,0.16609787671337567,0.16609078922737588,0.16607035834191278,0.16604827263158312
0.9600000000000001,0.08209245763055177,0.08669596826123355,0.08669596826123284,0.08658597932568579,0.08660934180783528,0.08669795910143266,0.08669338618849032,0.08664424346186729,0.086653218932523,0.08668434707359873,0.086696929985432,0.0866952601620197,0.08668942574845309
1.04,0.03931869366481471,0.039318693664815794,0.0393186936648155,0.03931869366481629,0.039318693664816176,0.03931869366481674,0.03931869366481608,0.039318693664816676,0.03931869366481609,0.039318693664816155,0.03931869366481631,0.03931869366481624,0.03931869366481675
1.12,0.11891590167723809,0.11891590167723938,0.11891590167724002,0.11891590167724038,0.11891590167724023,0.11891590167724149,0.11891590167724056,0.11891590167724084,0.11891590167723982,0.11891590167724027,0.11891590167724163,0.11891590167724118,0.11891590167724078
1.2,0.1983152546218427,0.19831525462184388,0.19831525462184316,0.1983152546218444,0.19831525462184318,0.19831525462184577,0.19831525462184507,0.19831525462184452,0.19831525462184588,0.19831525462184557,0.19831525462184546,0.19831525462184735,0.19831525462184604
1.28,0.27768857804279373,0.2776885780427939,0.2776885780427948,0.277688578042796,0.2776885780427968,0.2776885780427987,0.2776885780427959,0.2776885780427955,0.2776885780427992,0.2776885780427953,0.2776885780427967,0.27768857804279556,0.2776885780427949
1.36,0.35705327107489343,0.3570532710748954,0.35705327107489715,0.3570532710748968,0.35705327107489554,0.35705327107489754,0.35705327107489593,0.3570532710748971,0.35705327107489804,0.35705327107490076,0.3570532710748999,0.3570532710749015,0.35705327107489404
1.44,0.4364140446879027,0.43641404468790335,0.4364140446879045,0.4364140446879069,0.4364140446879067,0.4371488349721029,0.4364140446879065,0.4364140446879076,0.4364140446879065,0.43641404468790224,0.4364140446879055,0.43641404468791295,0.43641404468790534
1.52,0.5157727078841412,0.5157727078841445,0.5157727078841406,0.5157727078841458,0.5157727078841441,0.5172908259904448,0.5157727078841434,0.5164265271067725,0.5157727078841403,0.5157727078841474,0.5157727078841531,0.5157727078841481,0.5157727078841452
1.5999999999999999,0.595130104574442,0.5951301045744405,0.5951301045744469,0.5951301045744457,0.5951301045744453,0.597358388981516,0.5951301045744442,0.5964252001425701,0.59513010457445,0.5951301045744473,0.5951301045744422,0.5951301045744548,0.5951301045744463
1.68,0.6744866815544424,0.6744866815544444,0.6744866815544427,0.6744866815544466,0.6744866815544448,0.6773727943591499,0.6744866815544442,0.6763727205331579,0.6744866815544475,0.6744866815544451,0.6744866815544481,0.6744866815544492,0.6747140950903956
1.76,0.753842697540151,0.7538426975401531,0.7538426975401551,0.7538426975401578,0.7538426975401548,0.7573477279416805,0.7538426975401531,0.7562822278355742,0.7538426975401581,0.7538426975401542,0.7538426975401594,0.7538426975401689,0.7545157451023269
1.84,0.8331983127231941,0.8331983127231957,0.8331983127231933,0.8331983127231981,0.8331983127231922,0.8372924553184129,0.8331983127231936,0.8361626293036355,0.8331983127231898,0.8331983127231948,0.8331983127231958,0.8331983127232051,0.8342900609106555
1.9200000000000002,0.9125536315990684,0.9125536315990752,0.9125536315990748,0.9125536315990743,0.9125536315990714,0.917213501691659,0.9125536315990728,0.9160202035157767,0.9125536315990734,0.9125536315990725,0.9125536315990821,0.9125536315990721,0.9140429264729355
