x1,x2,x3,x4,x5,x6,x7,x8
9626.81082243659,9626.81082243659,9626.81082243659,9626.81082243659,9626.81082243659,9626.81082243659,9626.81082243659,9626.81082243659
9175.216531473088,6811.2215965743235,4450.419851167997,2104.9355287327294,512.9999498968209,2702.9493340326408,5055.288813002753,7417.200967929801
9306.00219682655,5311.121605850887,2507.165588589234,961.3256318301428,624.8136686354799,1064.137946183896,2788.8673125360656,5756.209011395726
9566.2170695049,4323.844090377437,1660.3640510482492,715.8351124208687,537.7290744138442,364.1586291478703,990.7651175381466,3848.3118085138362
9482.555959019857,3277.6258300527797,1029.9926380171391,587.0980019998449,507.520334809901,480.11209162801197,693.212410100206,2917.850576579427
9144.181219071865,2283.336278305915,716.566878616311,618.7276496083833,560.7932439245749,509.8514547853479,624.9960594580712,2375.753924178711
9493.431400000161,2221.2869805204496,919.265210515927,748.7476590501149,720.3114560306268,730.7691784335776,859.1796869906266,2260.3085070635357
9653.389393035515,1951.0763322259447,815.1485108745137,615.7690128906436,504.6648655303327,419.6874345679839,389.5893198822448,1399.4766123319278
9641.564458712222,1713.5819812660357,878.9682245546402,722.3233683814226,655.4514020170636,629.9431501136851,633.5693067391306,1250.7994226781916
9521.676437320875,1322.720182409567,623.745511992617,473.8423579533147,400.87106003921673,357.85421356121407,332.61570062146995,841.353118078425
9582.881624780264,1321.5006402329905,759.8533931993545,624.9196353416639,565.1328646547822,542.6592950370753,554.9338490355856,926.3744535727434
9274.66245428897,953.954530978339,584.2994571801961,482.9042227173273,441.41268389043057,431.5647389915185,444.90118910412644,814.5141622828814
9473.53253606416,1168.253538183412,794.2442953642508,701.498340157617,678.0758926205621,694.2297294241486,745.3952487670814,1056.8010944741172
9465.43223134553,1166.6744897767069,798.7231068059407,655.7960185545395,563.9762581031986,499.5596898656929,474.0557506848241,683.4690763622566
9209.337054038502,868.1484905604302,565.6386146131106,457.49364999641296,415.68224358880144,395.8938186121011,376.44912544537857,466.3908149241282
9345.915366022096,1041.3511943064823,751.9773635616135,661.3638233931903,635.0499160484007,638.0386138117645,638.0780281575062,575.957440993283
9617.676581335863,1245.4173762538753,931.3637289460868,809.0199303377487,728.9482837974984,659.3924736881404,599.1854628386503,618.2689537542722
9441.574628909624,1113.890959253151,767.890685540917,608.7166805406688,526.4119643150508,493.2702222975619,490.90293591007827,560.4533295278957
9432.209534731315,1008.0113747138789,654.6600561330147,498.1131691865145,419.01885406668,386.5910030932569,389.52145745492646,481.42647269006284
9092.72632902781,909.9546303725826,634.4870076794621,522.4037110018318,469.97150758800495,456.2343402396572,482.7904924176676,607.5710431282594
