x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
-0.0,0.9920364615334271,0.9923944602064665,0.9923975856665425,0.9923993685616037,0.9923941934587394,0.9923946185826256,0.9923980883278516,0.992399334691485,0.9923985422904255,0.9923926536329131,0.9923982179594683,0.992399334753066,0.9923990754770587
0.08,0.9191660327285515,0.9213823339610436,0.921383367284046,0.9213727422831258,0.9213607456356561,0.9213827407447004,0.9213697521049296,0.9213765214234202,0.9213764065856952,0.9213836682632298,0.921378073546182,0.921383610792504,0.9213836683725043
0.16,0.846324972962923,0.8504842318339684,0.8504803824589788,0.8504524486710622,0.850425341856468,0.8504844812351144,0.8504677937843902,0.8504614679326432,0.8504773981519999,0.8504817154387351,0.8504796030537272,0.8504814314213509,0.8504817160001961
0.24000000000000002,0.7735197878516575,0.7796921492204587,0.7796848238263732,0.7796411728701932,0.7795996994363622,0.7796923753542746,0.779669780379169,0.7796550839502026,0.7796832155787354,0.7796870149303563,0.7796862268425993,0.7796865445795388,0.7796870158624493
0.32,0.7007591504304609,0.7090271081290884,0.7090179610643869,0.7089604778356943,0.7089055264816125,0.7090274683993529,0.7089963798516568,0.7089788665910663,0.7090146759133811,0.7090208053424447,0.7090188077231689,0.7090201960447305,0.7090208065490682
0.39999999999999997,0.6280549472260663,0.6385169588609485,0.6385079651997344,0.6384389158392401,0.6383715648212781,0.6385176407928755,0.6384749853070506,0.6384612823612321,0.6384993646299939,0.6385112174102276,0.6385049902601169,0.6385105258518886,0.6385112187764345
0.48000000000000004,0.5554240462346101,0.5681999363031631,0.5681935007167251,0.5681156632727346,0.5680372461169699,0.5682011677369601,0.5681432203367542,0.5681413923415093,0.5681751623974385,0.5681968616053192,0.5681827341253852,0.5681961569381236,0.568196862990895
0.56,0.4828914950448358,0.4981311422788876,0.49813027527557496,0.4980471503839144,0.497959361332334,0.4981332078910216,0.49805532533683194,0.49807546393221014,0.4980966717983755,0.49813336939235187,0.4981067532292331,0.49813273835243504,0.4981333706214392
0.64,0.4104968414715078,0.42839548621391205,0.42840412042864756,0.4283203086483712,0.42822539099089707,0.42839875718309656,0.4282948989233656,0.4283501807242869,0.4283480425166056,0.42840645634168684,0.42836136665973823,0.4284060124313073,0.4284064571841798
0.72,0.3383081980957431,0.3591366271398293,0.35916026103622345,0.35908223338025624,0.3589833653397236,0.3591416214489486,0.3590033774956826,0.35911221621715694,0.35907164491178056,0.3591611502602943,0.3590892320128772,0.3591610524544724,0.3591611503939219
