x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.7999999999999999,0.2664591487649463,0.2906319822328133,0.29067920884274656,0.2906171596244804,0.29051939513334885,0.29063950728418303,0.2904538114072154,0.290644962736605,0.2905423610767631,0.2906775724701919,0.29056579562466456,0.29067806981215727,0.2906775713901459
0.88,0.1952723269754971,0.2235309598179793,0.22361789925640227,0.2235912602900179,0.22350440948154174,0.2235425223082342,0.22328515347368866,0.22361248125871178,0.22343180779842456,0.22361170220062346,0.22352975565398395,0.22361326413648683,0.223627063341684
0.9600000000000001,0.1258799546734786,0.1598801498377827,0.16004731846651765,0.16010683385285548,0.1600576049864568,0.15989948801686932,0.15974046575809964,0.1601097525154834,0.16000295841651047,0.16010871496551946,0.16007470652762162,0.16008499571732787,0.16009237734408555
1.04,0.06736450135241408,0.10993652066068202,0.11062693038309246,0.11066671705420646,0.11079358438433844,0.11078536151627882,0.11076697417175742,0.11077364355555949,0.11079818632845544,0.11080663326757577,0.11075038847781157,0.11080251358318462,0.1107949329348121
1.12,0.11906259639278487,0.12184267543145928,0.13200849514724883,0.12968788696826736,0.12184279444961814,0.1372011368534056,0.13036665267989275,0.13655461213951653,0.1270593071030269,0.1360967914054309,0.13803356516839285,0.13732859055642502,0.130893273219895
1.2,0.1984162508986096,0.19841625089861142,0.2097482753662437,0.20733773941288963,0.19841625089861128,0.21513930251803529,0.20804290620846538,0.21446825036148884,0.2046060506646781,0.21399303519804633,0.21600325199952972,0.21527158663437054,0.20858995273109646
1.28,0.27777069563673346,0.27777069563673523,0.28847213436274005,0.2859502572532467,0.2777706956367353,0.2941117503631844,0.28668800762611074,0.2934097849527569,0.2830922494445618,0.29291267317436565,0.29501548750219186,0.29425012743938606,0.28726032442389715
1.36,0.3571254035575216,0.3571254035575241,0.3675886067195884,0.3649455436358323,0.35712540355752365,0.373499380892261,0.3657187403263721,0.37276365527218,0.3619502687429392,0.3722426368217406,0.3744465852733915,0.373644413303656,0.3663185581578121
1.44,0.4364802310590679,0.43648023105907024,0.44690615930786476,0.4441361432447483,0.43648023105907,0.45310102772692157,0.44494647267624704,0.4523299278112231,0.44099706942168176,0.4517838603848768,0.45409377925622985,0.4532530338035234,0.44557510011936213
1.52,0.5158351229352538,0.5158351229352558,0.5263413178957931,0.5234405812899211,0.5158351229352556,0.5328286343743063,0.5242891481890667,0.5320211245365706,0.520153405298902,0.5314492741226738,0.5338682649782438,0.5329878181535967,0.5249474407315698
1.5999999999999999,0.5951900534302905,0.5951900534302927,0.6058514009994319,0.6028173271109282,0.595190053430292,0.6126369373974205,0.6037048996158196,0.611792304375421,0.5993790503567038,0.6111941650534443,0.6137243634717681,0.6128034393299319,0.6043934516105868
1.68,0.6745450089112681,0.6745450089112712,0.6854122078143547,0.6822429016820356,0.6745450089112706,0.6925001358388444,0.6831700362467618,0.6916178648076917,0.6786513507399387,0.690993071283092,0.6936360185150715,0.6926740572752851,0.6838892781497455
1.76,0.7538999814864935,0.7538999814864964,0.7650089645569509,0.761703009613663,0.7538999814864957,0.7724024018364795,0.76267012220445,0.7714821081990599,0.7579565600861663,0.7708303875488608,0.77358723492586,0.7725838184838351,0.7634203758025158
1.84,0.8332549662711202,0.8332549662711225,0.8446321330662631,0.8411884429238251,0.8332549662711225,0.8523334718179371,0.8421958524915595,0.8513748604262448,0.8372858499056962,0.8506960032052457,0.8535676342807226,0.8525224417754202,0.8429773645583613
1.9200000000000002,0.9126099600796285,0.9126099600796314,0.9242752773885693,0.9206930009570926,0.9126099600796312,0.9322863934254809,0.9217409573057913,0.9312892327533471,0.9166332900575351,0.9305830746763063,0.9335701825593558,0.9324829622706657,0.9225539211549614
