x1,x2,x3,x4,x5,x6,x7,x8
9626.995461338087,9626.995461338087,9626.995461338087,9626.995461338087,9626.995461338087,9626.995461338087,9626.995461338087,9626.995461338087
9175.14433463231,7992.839770272587,6811.1874034550465,5630.108511259271,4450.600396707298,3273.799851443099,2105.169935187117,973.2856993319807
9306.671053431526,7161.774545231105,5311.575560288789,3758.9761844927148,2508.424880683873,1570.5967159263796,964.8184161413567,688.7597257233471
9566.43373628486,6569.841598491919,4324.165565796833,2722.9905209241356,1661.2936728313007,1032.370472705949,718.1147688939632,590.0582193687073
9482.469182327828,5726.257325162733,3278.7499971951247,1807.112031679273,1033.6985588854395,708.3431969322758,593.5682790396893,544.3421008333934
9144.11271348973,4748.370857643072,2283.2319879685165,1099.7801333652906,716.1254264290892,646.1396357969214,617.9084478189554,588.3414392235672
9493.450577241074,4586.668387815466,2220.932003662082,1252.980407511841,918.7754737241314,798.7969112010707,748.4753562681171,726.9102273123481
9652.973854244216,4245.845344282652,1951.756917635861,1109.6819571040571,817.0887543740332,692.7360520721642,618.2982312282313,559.560132670605
9641.216861459538,3823.2386935819814,1713.357422218724,1080.389693720575,878.5474001719745,782.2516078021529,721.8281589393029,681.3278057430249
9521.80490228094,3307.441673305836,1323.7140613255604,796.6474258351332,625.9024161518981,535.8592318993567,476.7816896947602,435.19980010349843
9583.370950476725,3087.9895827216974,1323.8235234161316,909.8292371189984,764.053742265227,682.9263128225541,630.2150930298862,594.737152413587
9275.072520281707,2499.9358629509607,955.8056876350612,685.7003909863616,586.8840335326104,525.7430339697203,485.5929104078298,459.57861094085115
9473.538158054285,2537.039546939626,1170.5612927812858,903.5817556978368,798.0228192324898,739.6433104618184,706.0855366633542,688.6871118166138
9466.085550352775,2371.0937072432694,1168.1479938943476,920.9468863292752,800.9028283557095,719.7794707555369,658.2893058502782,608.4918085642453
9209.467706598109,1918.2239656090806,869.3535182715719,671.6049216009183,567.3199308897524,501.2301920278442,459.3467796620333,433.45840150881486
9345.810281871967,1982.6955223306206,1040.9185878983292,846.9846140048336,751.5234482287816,694.7843673906787,660.8918499699612,642.3426759098877
9617.862440119377,2156.9905513404447,1245.6023180273014,1037.3191348061453,931.4180147976109,861.1429084916987,808.8941997455646,766.3299143163431
9441.630033844129,1910.0532455398084,1115.4137356928404,900.3539159344037,770.1965729379277,678.5489142284212,611.7582213943443,563.47930457204
9432.212482434614,1773.3895885733712,1009.6987380118296,790.0473912118752,657.4267649908504,566.4164419403721,501.8249485175914,455.65370378120593
9092.947475775149,1471.4420406625088,911.0567542567651,739.4410464178688,636.2383807963903,569.7233164144924,524.6089025665192,493.29110691883363
