x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
-0.0,0.9920364615334271,0.9921106392217469,0.9934691670000845,0.9953348492095004,0.9968549780348054,0.9977365573266855,0.9980614469060378,0.9980123496906049,0.9977499360134131,0.9973882989376974,0.9970007887613765,0.996630647723631,0.9963005435248662,0.9960199612093047,0.9957904736987522,0.9956092519213291,0.9954712698499625,0.9953706187760648,0.9953012506112393,0.9952573732714092,0.9952336434196544,0.9952252464683643,0.995227917073937,0.9952379302336848
0.08,0.9191660327285515,0.9125567829271433,0.9125567829271438,0.9125567829271425,0.9125567829271433,0.9125567829271402,0.9125567829271423,0.9125567829271427,0.9125567829271426,0.912556782927141,0.9125567829271419,0.9125567829271424,0.9125567829271434,0.9125567829271428,0.9125567829271434,0.9125567829271394,0.9125567829271427,0.912556782927143,0.9125567829271436,0.9125567829271433,0.9125567829271443,0.9125567829271456,0.9125567829271419,0.9125567829271418
0.16,0.846324972962923,0.8332017890944614,0.8332017890944613,0.8332017890944616,0.8332017890944607,0.833201789094461,0.833201789094462,0.8332017890944617,0.8332017890944617,0.8332017890944607,0.8332017890944594,0.8332017890944627,0.8332017890944632,0.8332017890944639,0.8332017890944624,0.8332017890944554,0.8332017890944614,0.8332017890944627,0.8332017890944633,0.8332017890944641,0.833201789094465,0.8332017890944685,0.8332017890944619,0.8332017890944609
0.24000000000000002,0.7735197878516575,0.7538468042776347,0.7538468042776347,0.7538468042776352,0.7538468042776334,0.753846804277634,0.7538468042776338,0.7538468042776351,0.7538468042776345,0.7538468042776333,0.7538468042776315,0.7538468042776357,0.753846804277637,0.7538468042776374,0.7538468042776357,0.7538468042776263,0.753846804277634,0.7538468042776361,0.753846804277637,0.753846804277638,0.7757941856405672,0.844733435578082,0.915543387953397,0.9877547710821187
0.32,0.7007591504304609,0.6744918316581876,0.6744918316581885,0.6744918316581873,0.6744918316581868,0.6744918316581864,0.6744918316581873,0.6744918316581892,0.6744918316581883,0.6744918316581856,0.6744918316581838,0.6744918316581894,0.6744918316581913,0.6744918316581914,0.7245922195708489,0.8124351859054173,0.9045382579904979,0.9995538148057074,1.0966397585154923,1.1952457128486378,1.2949977294380728,1.395633170104172,1.4969623004844388,1.5988447241878287
0.39999999999999997,0.6280549472260663,0.5951368761141446,0.5951368761141451,0.5951368761141448,0.5951368761141433,0.5951368761141423,0.5951368761141435,0.595136876114146,0.5951368761141449,0.595136876114142,0.63063611899311,0.7313641634133848,0.8417634053608217,0.9580378452410643,1.0781085622557174,1.2007652070266979,1.325259574731692,1.4511044446340584,1.5779684932354645,1.7056182429532776,1.8338842867903953,1.9626407071049115,2.091792015884896,2.221264571090221
0.48000000000000004,0.5554240462346101,0.5157819455247483,0.5157819455247489,0.5157819455247488,0.515781945524747,0.5157819455247461,0.5157819455247473,0.5157819455247503,0.6096838069829964,0.731554079108888,0.8659045998375304,1.00736483788202,1.1532181262334391,1.3019765212703043,1.4527583104789843,1.605005237044504,1.7583445864992786,1.9125168980472382,2.067335509045548,2.2226625802568543,2.3783941725730755,2.534450562774505,2.6907697344727017,2.847302872051888
0.56,0.4828914950448358,0.4364270534981808,0.4364270534981818,0.43642705349818023,0.43642705349817906,0.4364270534981778,0.5115224944160901,0.6423031818734706,0.7946795514260939,0.9580656624391615,1.1276962332208882,1.301224804227116,1.4773649954829522,1.6553450247552433,1.8346682211225125,2.014997509257097,2.196094777208415,2.3777866394594893,2.5599438683229647,2.742468380598248,2.9252846455553514,3.108333810987158,3.2915695717460003,3.474955195558403
0.64,0.4104968414715078,0.35733308082637494,0.3570722257352075,0.35707222573520714,0.37179865695670405,0.47833027528479605,0.6344522105040697,0.8132796624027836,1.0032053006878798,1.1993881938058688,1.3994972867102184,1.6022535718152564,1.8068826916738547,2.012880834647956,2.219902613530569,2.4277020647284777,2.636099065178684,2.8449589298034317,3.054179337667198,3.2636815872646574,3.4734045445810344,3.68330034022755,3.893331243719536,4.103467353273022
0.72,0.3383081980957431,0.28437539007936363,0.27771751729811345,0.29877472937625615,0.40933896618385,0.5842909308453873,0.7860607953681324,1.0003450179424278,1.2216433598568135,1.4473533715559574,1.6760413870717454,1.906832877089327,2.139155450511608,2.372615277838757,2.6069314900250005,2.8418985003653594,3.077362922817431,3.3132086694711598,3.5493469159247666,3.785709117678491,4.022242023131764,4.258904040094991,4.495662545958034,4.732491870707534
0.7999999999999999,0.2664591487649463,0.21176668786708078,0.2156253797982073,0.3090164054409605,0.4941000707183825,0.7144386537183347,0.950339060370176,1.1949460487762629,1.4450377999032862,1.6988192074316386,1.9551877259968689,2.213421465021491,2.473025641954429,2.7336495068138906,2.9950381314567025,3.2570027723086183,3.5194017452904465,3.782127579868554,4.045098108487422,4.30825012728792,4.571534795878469,4.83491424677304,5.098359055039646,5.361846330579404
0.88,0.1952723269754971,0.14011745250505547,0.18898560842016016,0.37017186023022086,0.6024823179597031,0.855776074858266,1.1209360000342454,1.3935869728095642,1.6712366587444472,1.9523455028974115,2.2359114184492666,2.521255666335447,2.807903731937672,3.095515506008761,3.3838424864796077,3.6727004351918926,3.961951246321454,4.251490534494539,4.541238913582257,4.831135739557021,5.121134546197447,5.411199671442673,5.7013037368629895,5.99142574768999
0.9600000000000001,0.1258799546734786,0.07440192694471481,0.22465932529209565,0.4583186159825081,0.7217810047498469,1.002845346512829,1.2950634922269963,1.5946242469671985,1.8991694374875643,2.207184195327304,2.5176622287346424,2.829914805613265,3.1434582748918203,3.457945769875035,3.7731243543807604,4.0888072162972895,4.404855046080108,4.721163216281161,5.037652748572432,5.354263828859382,5.670951080799868,5.9876800787153055,6.304424748942689,6.621165416981667
1.04,0.06736450135241408,0.08307625958265762,0.29785957981399847,0.5580153289248094,0.8465933613753572,1.1531692048696356,1.4713455089253622,1.7971938240273628,2.1282469649098954,2.4629094378829155,2.800118832699644,3.1391483105923803,3.479488722270781,3.8207763636364143,4.162747363344977,4.505207982715903,4.848014702729925,5.191060523636147,5.534265331487378,5.877569002382064,6.220926394117714,6.564303665400326,6.907675544031846,7.251023282668144
1.12,0.11906259639278487,0.15623990296127394,0.3831848207308103,0.6630898466316233,0.9744943590633256,1.3055000768970983,1.6490336823245224,2.0008007125235383,2.358119158206351,2.719261354225305,3.083081153373151,3.4487977016277127,3.815866645406293,4.183901238444579,4.552622552899827,4.9218270977869905,5.291365154974017,5.661125919488609,6.0310270895458755,6.401007445577508,6.771021483760468,7.141035489486046,7.511024636153935,7.880970823866338
