x1,x2,x3,x4,x5,x6,x7,x8
9626.463700960956,9626.463700960956,9626.463700960956,9626.463700960956,9626.463700960956,9626.463700960956,9626.463700960956,9626.463700960956
9175.118413913642,8173.993682384698,7173.193773986826,6173.0636490254265,5174.004960974817,4176.588951155574,3182.4160304663556,2195.983428137306
9306.115056874587,7454.675080520048,5812.57256686387,4381.004453182912,3160.9923716675576,2155.0557293360494,1370.1091430853353,822.7248778703085
9566.484359711985,6939.6965771004125,4865.182363598706,3279.44294251212,2118.6439645837054,1321.7351932812871,829.2083830202588,577.2889600309925
9482.582235510361,6133.837153192858,3771.8486519064813,2181.535672594385,1179.8102991525852,620.6095628358374,392.3707668840824,356.8687016036993
9144.430676982243,5159.043766169649,2656.791652709288,1193.3300209182125,477.79340746978426,380.8147062149379,473.98413471102515,530.436735750824
9493.766772011782,4974.018138100055,2463.0688696325756,1195.4577851420604,658.7608493348814,496.37367932006634,471.5522208720415,488.4633235326765
9652.982633574871,4616.482859000128,2117.069150984344,1008.9414752538302,610.8768096492536,513.8743214097339,510.75622231416617,534.6893455972876
9641.678551193207,4131.392325745304,1690.7710926245722,754.7612385027134,484.95411864327616,427.9245606670989,416.8366128833651,418.5853950001401
9521.493170984042,3581.2771307550793,1233.1473271316736,493.943095995862,402.30002937851543,426.51461191862705,453.3093617171735,478.3215650556076
9582.993761658452,3272.383961703219,1050.512909864772,434.08685883752196,336.8741988142102,320.88365292630795,311.252492113244,307.14551133675735
9274.792195533319,2630.835828412601,596.6459886993262,375.900052275438,446.59726560044896,468.9659495176745,477.30140532816023,484.35226608753493
9473.359516871444,2571.5320840540226,739.4174709824566,483.42356704879353,476.31651172138606,484.9277762975489,498.5743231347112,514.5137172106761
9465.529426268062,2288.415636235467,562.9130192682114,347.31681436600877,348.5863300450234,362.74286032416705,379.0146405869273,393.42132795953944
9209.772752127294,1814.9320486591255,428.4447015728431,476.0772382731734,505.08568736689864,516.1924795502393,526.4505177146964,538.4023411588073
9345.710482356244,1774.4846591122798,516.2529104231946,503.48573155297487,532.5946068982349,557.8760868438192,582.2611793902046,607.1540706561378
9617.258330505188,1853.8756156868562,587.534782496881,477.7086863217531,488.7355244727715,512.459984971665,538.6845182428684,563.8592729802525
9441.252884533927,1487.4936351702029,383.76870538160756,346.7908440238931,347.82258420770825,352.71917691443457,368.14628021115965,398.52214746738883
9432.287206660129,1327.5733045504462,349.5286672245679,337.54591870715296,349.2022890345712,360.53669312400535,373.77224779371124,391.67478264130557
9092.63852008638,861.2091688051979,369.48121185148693,452.63417527185976,467.84642547157506,477.13908696591494,485.7338048641414,493.2307284577372
