x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.08,0.9214737760378343,0.9209393812353686,0.9208433668007341,0.9208229755468441,0.9208498468678267,0.920836813260378,0.9208532186520164,0.9208344381332375,0.9208533952260931,0.9208521487138555,0.9208571060266446,0.9208663054009265,0.9208691723732237,0.9208579020268345,0.9208257757476819,0.9208568669367547,0.920848581159375,0.9208626606908101,0.9208629355852018,0.920862240735532,0.920864979258554,0.9208546771874342,0.9208476472006102,0.9208355040788829
0.16,0.8429269790831143,0.8418724209097833,0.8416617766877471,0.8416641666749692,0.8416879232686373,0.8417020366469918,0.8416671459222081,0.8417050611876608,0.8416939171073484,0.8416936245740545,0.8417045314475238,0.8417166421732937,0.841715156606516,0.8417143185319328,0.8417245844132313,0.8416988993783419,0.8416891323676781,0.8416426418874191,0.8416969888497079,0.8417161440100858,0.8416944104716558,0.8416366977625379,0.84169707097586,0.8416537032172037
0.24000000000000002,0.7643425425673657,0.7627872472952205,0.7624978298388432,0.7624899461665411,0.7625353053691015,0.7625419007172164,0.7625227473544515,0.7625378615889414,0.762522367339658,0.76254971090516,0.7625094109333799,0.7625577138714421,0.7625777627737643,0.7625159340460101,0.762554984590511,0.7625376582371106,0.7625621179095216,0.7625617374364263,0.7625149745811917,0.7625467217709534,0.762547229524385,0.7624773041140711,0.7625354409246359,0.762481811410625
0.32,0.6857618720988772,0.6837092493078888,0.683322398349921,0.6833031243725717,0.6833351813078885,0.6833876194455725,0.6833649081012388,0.6832921522771689,0.6833092254737921,0.6833973458800485,0.6833217918839146,0.6833624327395472,0.6833788444746378,0.6833723374945417,0.6834161485108042,0.6834229849517854,0.6833987865334905,0.6834178541953801,0.6833823670242936,0.6833279466461548,0.683359416659995,0.6833104042732694,0.6833382022153829,0.6833368282726481
0.39999999999999997,0.6071852946747559,0.604638108260344,0.6041649329010005,0.6041681349235895,0.6041560321467092,0.6040470391830677,0.6042255537895896,0.6041693554558377,0.6041239065514163,0.6042659034592981,0.6042199271947171,0.6042456189699041,0.6042203613336464,0.604255841924321,0.6042315222040551,0.604227714800331,0.6042312221024928,0.6040745570723984,0.6041559668924492,0.6040837928022508,0.6040770504969657,0.6040305188409675,0.6039986763989565,0.604009998294071
0.48000000000000004,0.5286230268779907,0.5255487769362188,0.524921485744217,0.5249405548370529,0.5248138951087112,0.5249048824082541,0.5248850750156872,0.5250584439993609,0.5250320356621072,0.5250333614201185,0.5249844145793308,0.5250764601416953,0.5251061262474717,0.5250671165684255,0.5249952315722803,0.5250338195805827,0.5249122452405274,0.5248147515517275,0.5248008634487533,0.5246982808398916,0.5246360364824252,0.5246622077013766,0.5247916829880963,0.5247916348075609
0.56,0.45003560258898456,0.4464537157339511,0.4457631801626204,0.44572999706941463,0.44582705946138024,0.44578281321286967,0.445740685399587,0.44584867176494786,0.44583117432531344,0.44576192297022726,0.4457930619269675,0.4458594148591965,0.4458380958607138,0.4457220387675633,0.4456454928621694,0.4455384336330591,0.4455840003664806,0.44542151436101174,0.4453978655378979,0.44558031920236396,0.44557206486730155,0.445612462659728,0.504877985558386,0.5808108751686532
0.64,0.3714533451509726,0.3673606992721816,0.36661574414384757,0.36658876216371145,0.36657460944180237,0.3666836869206494,0.36669169075595864,0.3666100939225019,0.3666874165884126,0.36671743620086383,0.3665774128305341,0.36657979871965857,0.36650176987574623,0.36626514494511847,0.3661177208377982,0.36610328885480015,0.36637415848316124,0.36634631459040456,0.3739700560749483,0.4734491369388913,0.5517704887274264,0.6545406355147768,0.7394993028730781,0.8297356530461394
0.72,0.2928308992504545,0.28826455880444063,0.2871971241951287,0.28737132434766155,0.28743299123823407,0.28752273485437496,0.2874143359784365,0.28745371683793985,0.2874420303093156,0.28730010715393406,0.2870454343679975,0.2871252174268655,0.28680856076314015,0.28700271853176623,0.28707712066249225,0.31299329328061715,0.39607215563160625,0.4880864039117513,0.5888703085639226,0.6783010895528334,0.7676075053732166,0.865481276214487,0.9651909694565823,1.0585794166938454
0.7999999999999999,0.2142732304038021,0.2091590807684914,0.20818691699700134,0.20811836612614326,0.20825901907866215,0.2082172581965706,0.2082113669844998,0.2081188250282214,0.2079407458647093,0.207740271818406,0.2076083453883354,0.20788605794745954,0.22995064016202824,0.3140821048405053,0.3993022913318504,0.48187535236385814,0.5802754300353786,0.6700666135404201,0.7667301333447998,0.8635072642581386,0.966508290325275,1.0692731155588946,1.1763972337239292,1.283082018458714
0.88,0.13563161850778374,0.13005912586075125,0.12890517298176854,0.12889209452602185,0.12892942017033301,0.12858878997658604,0.12863784832602973,0.12838353535151328,0.12860448079479406,0.15348942507156535,0.22492833512386523,0.3023670287515493,0.3785933869053741,0.4580052583468445,0.5561412184412368,0.6439847064866818,0.7417849712539355,0.8418330628147663,0.9464525589346131,1.053114751728402,1.1619363174125266,1.2753812516669338,1.3976574515477562,1.5509367062655972
